ID,News_Title,News_Text,Label
1581,Ex-army officer declines to lead ?lettergate? probe,Lt-Gen (retd) Tariq Khan recused himself from heading a commission formed by the federal cabinet on Friday to investigate the alleged ?foreign conspiracy plot? and dig out the facts about the so-called ?threat letter?.,Real
1582,Rashid advises Imran to resign,As the fragile government considers its prospects ahead of the no-confidence vote on Saturday Interior Minister Sheikh Rashid Ahmed on Friday offered a piece of advice to Prime Minister Imran Khan which he said he had offered three months ago as well: tender resignation.,Real
1583,Hafiz Saeed sentenced to 33 years in jail,An anti-terrorism court awarded a combined sentence of 33 years imprisonment to Jamaatud Dawa (JuD) chief Hafiz Muhammad Saeed on Friday in two cases of terror financing registered by the Counter Terrorism Depart?ment (CTD).,Real
1584,Hearing of govt?s plea in Toshakhana case fixed,The Islamabad High Court (IHC) has fixed the hearing of the government?s petition against revealing the details of the foreign gifts.,Real
1585,AGP Khalid Jawed Khan steps down,Following the exit to Imran Khan as prime minister of Pakistan through a no-confidence vote the country?s top law officer also called it quits sources said on Saturday.,Real
1586,SC fixes April 12 for hearing of presidential reference,The Supreme Court has fixed April 12 for the hearing of the presidential reference seeking interpretation and scope of Article 63A of the Constitution.,Real
1587,Shehbaz Sharif elected prime minister of Pakistan,PML-N President Shehbaz Sharif was elected as the 23rd prime minister of Pakistan after 174 lawmakers voted in his favour after Pakistan Tehreek-i-Insaf MNAs boycotted the election.,Real
1588,Nawaz will return after Eid claims Javed Latif,PML-N leader Mian Javed Latif on Sunday claimed that the party supremo Nawaz Sharif is expected to head back to the country after Eid adding that the coalition government in his opinion will not last longer than six months.,Real
1589,PTI hits the streets against ?imported govt?,Supporters and workers of Pakistan Tehreek-e-Insaf (PTI) on Sunday began to pour into the streets of major cities across the country in a show of support for the ousted premier Imran Khan.,Real
1590,President Alvi not to opt for resignation following Imrans ouster,Despite the political turmoil following the fall of Pakistan Tehreek-e-Insaaf?s (PTI) federal government as Imran Khan was ousted from power through a vote of no-confidence motion President Dr Arif Ali will continue to hold office for the time being and does not intend to resign.,Real
1591,Home of ex-PM?s digital media guru raided,The residence of former prime minister Imran Khan?s focal person on digital media Arslan Khalid by unidentified persons the Pakistan Tehreek-e-Insaf (PTI) said on Sunday hours after the party was ousted from power through a no-confidence motion against the prime minister.,Real
1592,Suri may chair NA session today,The National Assembly Secretariat clarified on Sunday that Deputy Speaker Qasim Suri had not resigned from his office and that he would chair the Nation Assembly session on Monday which would elect the country?s new prime minister.,Real
1593,President goes on sick leave ahead of Shehbaz?s oath,The Pakistan Tehreek-e-Insaf appears to be adamant in its stance against accepting the former opposition leader in the National Assembly Shehbaz Sharif as the prime minister of the country af,Real
1594,Six from Imran?s inner circle put on no-exit list,Six prominent figures in the former Pakistan Tehreek-e-Insaf (PTI) government including some bureaucrats were put on the ?stop list? by the Federal Investigation Agency (FIA) to prevent them from leaving the country,Real
1595,LHC orders opening of Punjab deputy speaker?s office,The Lahore High Court (LHC) issued orders on Monday for the opening of the office of the Deputy Speaker of Punjab Assembly Dost Mazari on the petitions that challenged the delay in the election of the new chief minister.,Real
1596,PTI members quit NA en masse,Acting on a last-minute decision of the Pakistan Tehreek-i-Insaf leadership all PTI lawmakers except party dissidents resigned from the National Assembly en masse on Monday before the scheduled voting began for electing new prime minister.,Real
1597,IHC dismisses treason plea against Imran Khan Others,The Islamabad High Court (IHC) on Monday dismissed a petition seeking registration of a treason case against former prime minister Imran Khan and ex-ministers. IHC Chief Justice Athar Minallah delivered a reserved verdict wherein Advocate Maulvi Iqbal Haider the petitioner was also fined Rs100000.,Real
1598,PPP appears reluctant to join federal cabinet,The Pakistan Peoples Party (PPP) appears to be reluctant to join the federal cabinet due to division in its ranks as most of its leaders are seeking support for electoral reforms without taking ministries while Others are of the view that the coalition government won?t last for even two months if they opt to keep to the sidelines.,Real
1599,K-P Assembly reposes trust in CM Mahmood,Even as the joint opposition in the Khyber-Pakhtunkhwa Assembly withdrew its no-confidence motion against Chief Minister Mahmood Khan on Monday the latter secured a vote of confidence by the house as it began its session.,Real
1600,Sindh K-P governors step down,Soon after PML-N President Shehbaz Sharif was elected as the 23rd prime minister of Pakistan governors of Sindh and K-P announced they were resigning from their gubernatorial posts saying their conscience prohibited them from working with ?culprits of corruption?.,Real
1601,ECP announces delimitation schedule for next general elections,The Election Commission of Pakistan (ECP) has announced the delimitation schedule for the national and provincial assemblies for the next general elections.,Real
1602,PTI dissident Noor Alam and PPP leaders involved in fight with elderly at hotel in Islamabad,PTI dissident Noor Alam Khan and PPP leaders Senator Mustafa Nawaz Khokhar Faisal Karim Kundi and Nadeem Afzal Chan were involved in a fight with an unidentified elderly at a hotel in Islamabad,Real
1603,PAKISTAN ARMY TAKES NOTICE OF SMEAR CAMPAIGN,Pakistan Army on Tuesday has taken strong notice of a smear campaign being run on social media,Real
1604,Pakistan rejects ?unwarranted? reference in Indo-US talks,Pakistan on Wednesday categorically rejected what it called an ?unwarranted reference? in the statement issued after the US-India 2+2 Ministerial Dialogue where they asked Islamabad to take irreversible actions against terror outfits.,Real
1605,Neither army nor foreign country only people can safeguard democracy: Imran,Former prime minister Imran Khan on Tuesday said that no army or foreign country could safeguard democracy in Pakistan prior to the Pakistan-Tehreek-e-Insaf?s (PTI) rally in Peshawar which is to be held on Wednesday,Real
1606,IHC suspends no-fly list ban on Gill Akbar,The Islamabad High Court on Tuesday suspended the Federal Investigation Agency?s (FIA) notification of a flight ban on former PM aides Shahbaz Gill and Mirza Shahzad Akbar.,Real
1607,Abbasi advises new govt to bin NAB,"
Pakistan Muslim League-Nawaz (PML-N) senior leader Shahid Khaqan Abbasi on Tuesday urged the new government to dissolve the National Accountability Bureau (NAB) whose chairman Javed Iqbal was ?fully under the control? of former premier Imran Khan.",Real
1608,China congratulates Shehbaz on election as PM,China has congratulated Shehbaz Sharif on his election as the new prime minister of Pakistan and said it was looking forward to working with him to continue traditional friendship deepen all-round cooperation and advance a high-quality building of the CPEC to build a closer China-Pakistan community with a shared future in new era.,Real
1609,Pakistan rejects ?unwarranted? reference in Indo-US talks,Pakistan on Wednesday categorically rejected what it called an ?unwarranted reference? in the statement issued after the US-India 2+2 Ministerial Dialogue where they asked Islamabad to take irreversible actions against terror outfits.,Real
1610,Nazim Jokhio case: Names of PPP MPs six Others removed from challan,In a shocking development the names of primary influential suspects ? including PPP MPA Jam Awais and his brother MNA Jam Abdul Karim ? have been struck off from the challan of the Nazim Jokhio case,Real
1611,Imran asks judiciary why courts opened at midnight,Pakistan Tehreek-i-Insaaf Chairman Imran Khan on Wednesday asked the judiciary to explain the rationale behind its decision to throw open its doors in the dead of night when the fate of a no-trust resolution against him hung in the balance.,Real
1612,Retired generals term audio clips against army attributed to them fake,Former chief of army staff (COAS) Gen (r) Mirza Aslam Beg Lieutenant General (r) Mohammad Haroon Aslam and Major General (r) Ijaz Hussain Awan have termed audio clips attributed to them in which statements have been given against the Pakistan Army and its leadership fake and a conspiracy against the Pakistan Army.,Real
1613,PML-N govt goes back on Shehbazs announcement of salary increase,"
In an apparent U-turn from Prime Minister Shehbaz Sharifs announcement of an increase in salaries of government employees former finance minister and Pakistan Muslim League-Nawazs senior leader Miftah Ismail on Wednesday said since the salaries were raised a couple of months ago the government is not raising them again.",Real
1614,Reference against Isa was a ?mistake?: Imran,Former premier Imran Khan has admitted that the filing of a presidential reference for the removal of Supreme Court?s Justice Qazi Faez Isa was a mistake.,Real
1615,SBP banks to observe six days working week,The State Bank of Pakistan (SBP) on Wednesday decided to observe six days working week with revised working hours.,Real
1616,Misunderstandings with military must be resolved: Sheikh Rashid,Awami Muslim League (AML) chief Sheikh Rashid Ahmed on Wednesday condemned the recent criticism of the Pakistan Army both on social media and the streets and indirectly acknowledged that the PTI and its allies have misunderstandings with the military establishment which he said must be resolved.,Real
1617,Election for NA speaker on April 16,The National Assembly on Wednesday issued a schedule for the election of a speaker sending letters to all members of the House in this regard.,Real
1618,No conspiracy demarche given on interference: DG ISPR,The army has categorically said that the word ?conspiracy? was not mentioned in the communiquï¿½ issued following the meeting of the National Security Committee (NSC) last month.,Real
1619,ECP told to decide foreign funding case within month,The Islamabad High Court on Thursday ordered the Election Commission of Pakistan (ECP) to decide the PTI foreign funding case within a month.,Real
1620,Resignations of 123 PTI MNAs accepted,National Assembly Deputy Speaker of Qasim Suri in his capacity as the acting speaker on Thursday accepted the resignations of 123 PTI MNAs who had accepted their party chairman Imran Khan?s appeal after his removal from the office of the prime minister through a no-confidence motion earlier this month.,Real
1621,Broadsheet didn?t apologise to Nawaz claims NAB chief,The Public Accounts Committee (PAC) on Thursday was shocked when the chief of the county?s anti-graft body claimed that the man who had apologized to former premier Nawaz Sharif was not affiliated with the UK-based asset recovery firm Broadsheet LLC.,Real
1622,PML-N announces counter rallies in Punjab,In response to Pakistan Tehreek-e-Insaf?s (PTI) public mobilisation after being toppled by the opposition?s no-trust move Pakistan Muslim League-Nawaz (PML-N) has decided to hold rallies in major cities of Punjab immediately after Eidul Fitr.,Real
1623,FIA ordered not to harass PTI social media activists,The Islamabad High Court (IHC) restrained the Federal Investigation Agency (FIA) from harassing political activists of the Pakistan Tehreek-e-Insaf (PTI) and summoned the director of the FIA Cyber Crime Wing to appear before the court in person,Real
1624,AJK premier resigns before no-trust vote,Azad Jammu and Kashmir (AJK) Prime Minister Sardar Abdul Qayyum Niazi on Thursday tendered his resignation even before voting on the no-confidence motion against him could be held.,Real
1625,Bilawal struggles to defend dynastic politics during CNN interview,Pakistan Peoples Party (PPP) Chairperson Bilawal Bhutto Zardari tried to defend the political dynasties in Pakistan by equating it with the Clinton family of the United States ? and it backfired as Twitter lit up with retorts.,Real
1626,Qasim Suri changes NA schedule to delay speaker?s election,,Real
1627,Imran never sought military?s help to break political deadlock: Mazari,A former senior member of his cabinet has categorically said now deposed prime minister Imran Khan had not called the military leadership for help to break the ?political deadlock? ensuing from the National Assembly deputy speaker?s ruling against the no-confidence resolution moved by the joint opposition.,Real
1628,Raja Pervez Ashraf elected NA Speaker unopposed,Senior Pakistan Peoples Party (PPP) lawmaker Raja Pervez Ashraf was elected Speaker of the National Assembly unopposed after no candidate filed nominations on behalf of the Pakistan Tehreek-e-Insaf (PTI),Real
1629,Mother of orphans Bilquis Edhi is no more,Known for her compassion and selfless work mother to thousands of orphans across Pakistan recipient of Mother Teresa Memorial Award for Social Justice and Hilal-i-Imtiaz caretaker of hundreds of cradles for babies abandoned mainly due to poverty the right-hand woman and other half of the late Abdul Sattar Edhi Bilquis Bano Edhi breathed her last here at Karachi?s Aga Khan Hospital,Real
1630,Shehbaz thanks world leaders for messages of felicitation,Prime Minister Shehbaz Sharif took to social media website Twitter on Friday to personally thank the world leaders who had sent their messages of felicitations to him on his election as the prime minister of Pakistan last week.,Real
1631,Marriyum dismisses talks of Ehsass programme shelters closure,Pakistan Muslim League-Nawaz (PML-N) spokesperson Marriyum Aurangzeb on Friday denied reports that the incumbent government had closed the Ehsaas program and the panagah shelters.,Real
1632,Shahzad Saleem made DG NAB Lahore again,In a significant move the National Accountability Bureau (NAB) on Friday made Shahzad Saleem the director general (DG) of Lahore once again around four months after he had been posted out.,Real
1633,US agrees with DG ISPRs statement on no foreign conspiracy to oust Imran,US State Department spokesman Ned Price has said the United States agreed with the statement given by the Inter-Services Public Relations (ISPR) Director General (DG) a day ago wherein he dismissed an impression of a foreign conspiracy to oust former prime minister Imran Khans government.,Real
1634,ECP to hear foreign funding case daily,The Election Commission of Pakistan (ECP) on Friday decided to hear the foreign funding case of the Pakistan Tehreek-i-Insaf (PTI) on a daily basis to implement the Islamabad High Court?s order to dispose of the matter within 30 days.,Real
1635,?PPP may not accept ministries in new cabinet?,PPP Chairperson Asif Ali Zardari on Saturday said he did not think his patty would accept any ministries in Prime Minister Shehbaz Sharif?s cabinet which is yet to be formed since the new premier was sworn in on April 11.,Real
1636,LG polls: Bilawal solicits party proposals,Pakistan Peoples Party (PPP) Chairman Bilawal Bhutto Zardari has invited party ranks to submit their suggestions regarding the forthcoming local government (LG) elections to the party secretariat in Islamabad.,Real
1637,Suri quits before no-trust against him,National Assembly Deputy Speaker Qasim Suri on Saturday stepped down from his post before voting on a no-confidence resolution against him could be held.,Real
1638,Ashraf takes oath as 22nd NA speaker,Former prime minister Raja Pervaiz Ashraf on Saturday took oath as the 22nd speaker of the National Assembly (NA) a day after he was elected unopposed.,Real
1639,PM Shehbaz writes letter to Modi says peaceful Pak-India ties imperative for progress of region,Prime Minister Shehbaz Sharif on Sunday penned a letter to Indian Prime Minister Narendra Modi calling on him to resolve the Jammu and Kashmir dispute in the interest of mutual peace and prosperity for India and Pakistan.,Real
1640,PML-N supporters protest against Imran Khan outside Jemima Goldsmiths London residence,PML-N supporters on Sunday staged a protest in London outside the residence of Jemima Goldsmith the ex-wife of former prime minister and PTI Chairman Imran Khan.,Real
1641,PM touts Bhasha dam as economic lifeline,Prime Minister Muhammad Shehbaz Sharif on Sunday said that the Diamer-Bhasha Dam would serve as a future lifeline for the country?s economy and urged the authorities to expedite the project to ensure its completion by 2026 instead of its currently scheduled time of 2029,Real
1642,CPEC to advance under Shehbaz?s watch: senator,Senator Mushahid Hussain Sayed on Sunday said that Prime Minister Shehbaz Sharif will take the China-Pakistan Economic Corridor (CPEC) forward with new vigor and vitality and in a rejuvenated manner ensuring multifaceted development of the flagship project of the Belt and Road Initiative (BRI).,Real
1643,PTI wins Hangu by-election,In its first election since ouster from power the Pakistan Tehreek-e-Insaf (PTI) won a National Assembly (NA) seat from Khyber Pakhtunkhwa?s (K-P) Hangu district on Sunday.,Real
1644,DEPUTY SPEAKER PUNJAB ASSEMBLY ATTACKED WITH LOTAS,Deputy Speaker Punjab Assembly Dost Muhammad Mazari has been attacked with ?lotas? by members of treasury as the House is set to elect the chief minister Punjab with Hamza Shehbaz and Chaudhry Parvez Elahi in the run,Real
1645,Imran terms Hamzas election as Punjab CM sham,"Former prime minister Imran Khan on Sunday slammed the supposed election of Punjab chief minister saying the incidents that happened that day were against all democratic norms.
Former prime minister Imran Khan on Sunday slammed the supposed election of Punjab chief minister saying the incidents that happened that day were against all democratic norms.
",Real
1646,PM urges China to include KCR in CPEC schemes,"
Prime Minister Shehbaz Sharif on Monday appreciated China?s role in improving communication in Pakistan and urged Beijing to reconsider the proposal for including the Karachi Circular Railway (CKR) project in the China-Pakistan Economic Corridor (CPEC).",Real
1647,PTIs Sardar Tanveer Ilyas elected new prime minister of AJK,Pakistan Tehreek-i-Insafs Sardar Tanveer Ilyas was on Monday elected the 14th prime minister of Azad Jammu and Kashmir (AJK) in an election boycotted by the combined opposition.,Real
1648,Saudi Qatari envoys meet PM,Prime Minister Shehbaz Sharif on Monday expressed the desire to strengthen relations with Saudi Arabia in diverse fields including strategic ties trade and investment.,Real
1649,Fazl calls for early elections after Imrans ouster,Jamiat Ulema-i-Islam-Fazl (JUI-F) Chief Maulana Fazlur Rehman on Monday demanded that general elections be held immediately in the country.,Real
1650,JUI-F nominates Durrani for NA deputy speaker post,The JUI has nominated Zahid Akram Durrani for the post of National Assembly deputy speaker.,Real
1651,Govt asked to take action against ?smear social media campaign?,"
The bar associations across the country have strongly condemned the ?smear social media campaign? against the superior judiciary and demanded of the government to take notice of it under the cyber laws.",Real
1652,Controversial Imran-era PMDA disbanded,Newly-appointed Information Minister Marriyum Aurangzeb on Tuesday ruled out setting up the Pakistan Media Development Authority (PMDA) saying no black law that restricted peoples constitutional right to freedom of expression would be enacted or worked upon.,Real
1653,IHC bench rejects plea about diplomatic cable,The Islamabad High Court (IHC) on Monday rejected an intra-court appeal against the rejection of plea for investigating the diplomatic cable pertaining to the alleged plot to overthrow the government of former prime minister Imran Khan and putting the former prime minister on the Exit Control List (ECL).,Real
1654,US looks forward to working closely with Shehbaz govt across regional international issues,US State Department Spokesperson Ned Price on Tuesday said that the United States looked forward to working closely with newly elected Prime Minister Shehbaz Sharif and his government across regional and international issues and described the US-Pakistan relationship as a vital one.,Real
1655,Diplomatic passport is Nawaz Sharifs right will be issued: Sanaullah,The newly sworn in Minister for Interior Rana Sanaullah said on Tuesday that a diplomatic passport was former prime minister Nawaz Sharif right and will be issued to him.,Real
1656,Iqbal sees election after reforms,Emphasising how electoral reforms are imperative before ?even thinking about new elections? Federal Minister for Planning Development and Special Initiatives Ahsan Iqbal on Tuesday announced the formation of a committee in parliament to begin the electoral reforms process.,Real
1657,ECP is incomplete objects PTI lawyer,The PTI lawyer on Tuesday appeared before the Election Commission of Pakistan (ECP) in the foreign funding case and raised the objection that the board of the electoral body was incomplete as two of its members could not be appointed as of yet.,Real
1658,Former DCO acquitted in Model Town massacre case,An anti-terrorism court on Tuesday acquitted former Lahore Division district coordination officer Capt (retd) Muhammad Usman in the Model Town massacre case.,Real
1659,NA seeks concerted efforts for uplift of agri sector,The National Assembly lawmakers on Tuesday expressed serious concern regarding the agriculture sector of the country saying that if concerted efforts were not made for the uplift of the sector the farmers would not be able to survive.,Real
1660,Army more important than me says Imran,The chief of Pakistan Tehreek-e-Insaf has said that the army is far more important for this country than Imran Khan but inimical forces were out to weaken this disciplined institution.,Real
1661,Tariq Fatemi appointed SAPM on foreign affairs,The government on Wednesday appointed Syed Tariq Fatemi as Special Assistant to Prime Minister (SAPM) on Foreign Affairs in a move that may not go down well with the Pakistan Peoples Party (PPP) which has been given the portfolio of foreign ministry.,Real
1662,Toshakhana gifts be taken back observes IHC,The Islamabad High Court (IHC) gave the observation on Wednesday that the Toshakhana gifts taken home by individuals be taken back stating that there should not be the policy of retaining these gifts on the payment of a certain percentage of money.,Real
1663,In maiden meeting PM Shehbaz asks war cabinet to brace for tough days ahead,"Prime Minister Shehbaz Sharif on Wednesday chaired his governments first cabinet meeting and instructed ministers to prepare for war against the challenges the previous government failed to counter ? poverty inflation and unemployment.
Prime Minister Shehbaz Sharif on Wednesday chaired his governments first cabinet meeting and instructed ministers to prepare for war against the challenges the previous government failed to counter ? poverty inflation and unemployment.
",Real
1664,US values its ties with Pakistan: Ilhan Omar,US Congresswoman Ilhan Omar emphasised on Wednesday that the US valued its ties with Pakistan as both countries were partners in progress since last seven decades and assured the Pakistani top leadership that Washington would continue to support Islamabad in various fields.,Real
1665,Tahir Rai appointed new FIA director general,Muhammad Tahir Rai a Police Service of Pakistan (PSP) officer has been appointed as the new director general of the Federal Investigation Agency,Real
1666,Miftah Ismail removed from Exit Control List,The Exit Control List (ECL) committee on Wednesday removed the name of newly appointed Finance Minister Miftah Ismail from the no-fly list for five days for one time so that he could travel to the US for negotiations with the International Monetary Funds (IMF) so that the $6 billion loan programme could be resumed again.,Real
1667,BBC REVIEWS PAKISTAN?S COMPLAINT AGAINST FABRICATED STORY,Pakistan has demanded a response from the British Broadcasting Corporation (BBC) headquarters on the publication of fabricated news related to the events at PM House.,Real
1668,RANA SANAULLAH RAISES QUESTIONS OVER IMRAN KHAN-ILHAN OMAR MEETING,Reacting to the meeting of US Congresswoman Ilhan Omar with PTI chairman Imran Khan Interior Minister Rana Sanaullah has asked the former prime minister to disclose the details of the meeting,Real
1669,Modi?s visit tantamount to rubbing salt on Kashmiris? wounds says AJK PM,Azad Jammu and Kashmir (AJK) Prime Minister Sardar Tanveer Ilyas has said Indian Prime Minister Narendra Modi?s proposed visit to illegally-occupied Kashmir was tantamount to rubbing salt on the wounds of the Kashmiris.,Real
1670,Govt claims Rs984m spent on Imran?s helicopter expenses,Information and Broadcasting Minister Marriyum Aurangzeb has claimed that the federal government incurred Rs984.35 million helicopter expenses of former prime minister Imran Khan for his travel from Bani Gala to the PM Office when he was in power.,Real
1671,Fatemis appointment withdrawn after reservations by relevant quarters PPP,The government on Thursday withdrew the appointment of Syed Tariq Fatemi as Special Assistant to Prime Minister (SAPM) on Foreign Affairs in a decision taken after reservations by concerned quarters as well as the Pakistan Peoples Party (PPP).,Real
1672,Ilhan visits AJK to ascertain rights abuses in IIOJK,Congresswoman Ilhan Omar on Thursday made a rare visit by a US lawmaker to Azad Jammu and Kashmir to gain first-hand information about the current human rights violations in Indian Illegally Occupied Jammu and Kashmir saying that the issue should get more attention from the US.,Real
1673,4 more members to be inducted into cabinet today,Prime Minister Shehbaz Sharif has decided to induct three more federal ministers and a state minister into the cabinet taking the total number of members in it to 41.,Real
1674,SC permits Czech model to travel abroad,The Supreme Court (SC) on Thursday dismissed Pakistan Customs? appeal in the drugs smuggling case against Czech Republic?s model Tereza Hluskova and allowed her to travel abroad.,Real
1675,In letter to Taliban chief Mufti Taqi Usmani urges reopening girls schools,Prominent religious scholar Mufti Taqi Usmani has urged the Taliban government in Afghanistan to allow girls schools to reopen.,Real
1676,PIA?s first direct flight to Australia delayed,Pakistan International Airlines? (PIA) first direct flight from Lahore to Sydney was scheduled to take off on April 22 but the Australian home ministry on Thursday instructed the national flag-carrier to postpone it.,Real
1677,NSC finds ?no conspiracy? against PTI govt,The National Security Committee (NSC) has concluded that no evidence of ?foreign conspiracy? to topple Imran Khan?s government has been found but at the same time it endorsed the decisions taken in its previous meeting.,Real
1678,SC judge observes defectors could resign honourably,Justice Munib Akhtar on Friday remarked that the only honourable way for defectors was to tender their resignations and go home.,Real
1679,LHC directs President Alvi to appoint representative to administer oath to Hamza,The Lahore High Court (LHC) on Friday instructed President Dr Arif Alvi to appoint a representative to administer oath to Punjab Chief Minister-elect Hamza Shehbaz after Governor Omar Sarfaraz Cheema refused to do so.,Real
1680,Govt willing to curb fuel subsidies as demanded by IMF says Miftah,Pakistans new finance minister on Friday agreed with International Monetary Funds (IMF) recommendations to reduce fuel subsidies and end a business tax amnesty scheme pledging to pursue structural reforms to boost a crisis-wracked economy,Real
1681,NA speaker de-seals PTI resignations,National Assembly Speaker Raja Pervaiz Ashraf on Friday reiterated that the process pertaining to the mass resignations of 123 Pakistan Tehreek-e-Insaf (PTI) lawmakers would be dealt with in accordance with the law.,Real
1682,President Alvi administers oath to 4 new members of PM Shehbazs cabinet,President Dr Arif Alvi administered oath to three federal ministers and one minister of state for Prime Minister Shehbaz Sharifs cabinet at the Aiwan-i-Sadr on Friday the first time the president led the ceremony involving members of the new government.,Real
1683,PIA LAUNCHES AIRBUS A-320 SIMULATOR,Pakistan International Airlines (PIA) has launched the modern Airbus A-320 simulator for the training of pilots refresher courses and air safety,Real
1684,Missing persons: PM to broach issue with ?powerful quarters?,Prime Minister Shehbaz Sharif on Saturday pledged to raise his voice on the issue of Baloch missing persons saying he would raise the issue with the powerful quarters.,Real
1685,Shehbaz Putin quietly exchange letters,Russian President Vladimir Putin and Prime Minister Shehbaz Sharif have quietly exchanged letters expressing desire to strengthen cooperation between the two countries.,Real
1686,Imran trying to befool people through ?fake propaganda?,"
Information Minister Marriyum Aurangzeb has said that PTI Chairman Imran Khan was trying to befool the people by spreading ?fake propaganda? that a foreign conspiracy was hatched to topple his government.",Real
1687,PTI moves IHC against ECP?s ?bias? in foreign funding case,The Pakistan Tehreek-e-Insaf (PTI) on Saturday filed a petition in the Islamabad High Court (IHC) on Saturday against the Election Commission of Pakistans (ECP) alleged bias in the foreign funding case.,Real
1688,Govt to ?amend? PEMRA laws to curb fake news,Federal Minister for Information and Broadcasting Marriyum Aurangzeb on Saturday said that amendments would be made in the Pakistan Electronic Media Regulatory Authority (PEMRA) laws to curb fake news.,Real
1689,Delimitation process to continue uninterrupted till August 3: ECP,The Election Commission of Pakistan (ECP) announced on Saturday that the process of delimitation of all national and provincial assemblies that begun on April 11 across the country will continue uninterrupted till August 3 2022.,Real
1690,Shehbaz Maryam Others struck off ECL,The Ministry of Interior has removed the names of Prime Minister Shehbaz Sharif Maryam Nawaz Nusrat Shahbaz Shahid Khaqan Abbasi Abdullah Khaqan and Finance Minister Miftah Ismail from the no-fly list under the ECL Amendment Rules.,Real
1691,Governor asks president to declare Punjab CM election void,Punjab Governor Omar Sarfraz Cheema has asked President Arif Alvi to declare the election of the Punjab chief minister held earlier this month void highlighting ?constitutional violations? in the process.,Real
1692,Kashmiris observe ?Black Day? as Modi visits Jammu,Kashmiris living on both sides of the Line of Control (LoC) as well as around the globe observed Sunday as a Black Day as Indian Prime Minister Narendra Modi toured Indian Illegally Occupied Jammu and Kashmir (IIOJK) for the first time since abrogating the special status of the region on August 5 2019.,Real
1693,Hamza Shehbaz will take CM oath even if entire PTI falls ill: Marriyum,Minister of Information and Broadcasting Marriyum Aurangzeb stated on Sunday that Punjab Chief Minister-elect Hamza Shehbaz will take the oath ?even if the entire Pakistan Tehreek-e-Insaf (PTI) falls ill including President Arif Alvi and Governor of Punjab Omar Sarfraz Cheema.?,Real
1694,Ahsan accuses Imran of spreading anarchy in country,Planning Minister Ahsan Iqbal has slammed the previous Pakistan Tehreek-e-Insaf (PTI) government for its ?abysmal performance on all fronts? accusing former prime minister Imran Khan of working on some foreign agenda by isolating the country from its friends and spreading anarchy.,Real
1695,PTI to protest outside ECP offices across country from Tuesday: Fawad,Following the refusal of Chief Election Commissioner (CEC) Sikandar Sultan Raja from stepping down from his post the Pakistan Tehreek-e-Insaf (PTI) has announced to stage protests outside the offices of the Election Commission of Pakistan across the country from Tuesday.,Real
1696,ECP summons dissident PTI lawmakers,The Election Commission of Pakistan (ECP) has summoned the dissident legislators of the Pakistan Tehreek-e-Insaf (PTI) in a reference moved against them under Article 63A (1) (b) (i) of the Constitution.,Real
1697,Govt issues ?ordinary? passport to Nawaz,The interior ministry has issued a passport to PML-N Quaid Nawaz Sharif which means that he can travel to any country in the world.,Real
1698,Justice Isa dissociates himself from enrolment committee,Supreme Court Justice Qazi Faez Isa has disassociated himself from the enrollment committee which is scheduled to decide the application of former law minister Dr Farogh Naseem?s regarding the restoration of his practising licence.,Real
1699,Bilawal to take oath tomorrow as federal minister in PM Shehbazs cabinet,PPP Chairman Bilawal Bhutto-Zardari has confirmed that he will take his oath as a federal minister in newly elected Prime Minister Shehbaz Sharifs cabinet in Islamabad tomorrow,Real
1700,Bilawal to join Shehbaz-led cabinet today,"Pakistan Peoples Party (PPP) Chairman Bilawal Bhutto Zardari is scheduled to take oath as a federal minister on Wednesday (today) following approval of the party?s top decision-making body.
Pakistan Peoples Party (PPP) Chairman Bilawal Bhutto Zardari is scheduled to take oath as a federal minister on Wednesday (today) following approval of the party?s top decision-making body.
",Real
1701,Shehbaz orders end to load-shedding from May 1,As Prime Minister Shehbaz Sharif attempts to cool off searing criticisms prompted on Tuesday by unannounced power outages little suggests his bromides would stand the fresh heatwave threatening to seize the country in coming days.,Real
1702,PTI stages country-wide protests outside ECP offices,Pakistan Tehreek-i-Insaf (PTI) members staged protests outside Election Commission of Pakistan (ECP) offices in different cities on Tuesday condemning the alleged biased conduct of Chief Election Commissioner Sikandar Sultan Raja.,Real
1703,Police arrest three PTI leaders over Sindh House attack,The Islamabad police have arrested three former ruling party leaders including two MNAs for their involvement in an attack on Sindh House last month where dissident PTI lawmakers had been allegedly holed up.,Real
1704,ECP indicates polls not possible before May 2023,The Election Commission of Pakistan (ECP) on Tuesday hinted that the country may not be able to go to polls before May 2023 as certain undertakings - including the census and delimitation - remain to be carried out.,Real
1705,Third bench recuses from hearing Maryam?s passport plea,Two Lahore High Court (LHC) division benches in the span of one day have recused themselves from hearing Pakistan Muslim League-Nawaz Vice President Maryam Nawaz?s plea seeking the return of her passport to travel to Saudi Arabia for performing Umrah.,Real
1706,Shehbaz may seek $7.4b Saudi aid package,Pakistan may seek a $7.4 billion financial assistance package from Saudi Arabia in the shape of cash deposits and oil on deferred payments including rollover of the existing $4.2 billion facilities that are expiring by the end of this year.,Real
1707,Imran wants 2m people to reach Islamabad,Former prime minister and Pakistan Tehreek-e-Insaf (PTI) Chairman Imran Khan on Wednesday said that the country stood at a crucial juncture and warned that if this ?imported government? succeeded then no future prime minister would be able to counter any foreign conspiracy and called for two million people to reach Islamabad when he gives the call.,Real
